"TimeOfEntry","departureAirport_city","departureAirport_iata","arrivalAirport_city","arrivalAirport_iata","arrivalTimeZulu","arrivalTimeLocal","arrivalTimeDayOfWeek","flightNumber"
"2024-09-12T03:03:35.690Z","Bangkok","BKK","Phuket","HKT","2024-09-12T14:00:00.000Z","12/09/2024, 21:00:00",4,"VZ308"
"2024-09-12T03:03:35.689Z","Sepang","KUL","Phuket","HKT","2024-09-12T14:05:00.000Z","12/09/2024, 21:05:00",4,"AK822"
"2024-09-12T03:03:35.689Z","Bangkok","BKK","Phuket","HKT","2024-09-12T13:40:00.000Z","12/09/2024, 20:40:00",4,"TG211"
"2024-09-12T03:03:35.691Z","Dubai","DXB","Phuket","HKT","2024-09-12T13:00:00.000Z","12/09/2024, 20:00:00",4,"EK396"
"2024-09-12T03:03:35.690Z","Singapore","SIN","Phuket","HKT","2024-09-12T13:40:00.000Z","12/09/2024, 20:40:00",4,"3K537"
"2024-09-12T03:03:35.693Z","Shanghai","PVG","Phuket","HKT","2024-09-12T15:00:00.000Z","12/09/2024, 22:00:00",4,"FM857"
"2024-09-12T03:03:35.694Z","Bangkok","DMK","Phuket","HKT","2024-09-12T13:25:00.000Z","12/09/2024, 20:25:00",4,"FD3009"
"2024-09-12T03:03:35.693Z","Guangzhou","CAN","Phuket","HKT","2024-09-12T13:25:00.000Z","12/09/2024, 20:25:00",4,"CZ6057"
"2024-09-12T03:03:35.695Z","Melbourne","MEL","Phuket","HKT","2024-09-12T13:40:00.000Z","12/09/2024, 20:40:00",4,"JQ17"
"2024-09-12T03:03:35.695Z","Ko Samui (Ko Samui)","USM","Phuket","HKT","2024-09-12T13:00:00.000Z","12/09/2024, 20:00:00",4,"PG401"
"2024-09-12T03:03:35.694Z","Shanghai","PVG","Phuket","HKT","2024-09-12T15:20:00.000Z","12/09/2024, 22:20:00",4,"FM831"
"2024-09-12T03:03:51.079Z","Guangzhou","CAN","Phuket","HKT","2024-09-12T14:55:00.000Z","12/09/2024, 21:55:00",4,"AQ1273"
"2024-09-12T03:03:51.081Z","Bangkok","DMK","Phuket","HKT","2024-09-13T00:45:00.000Z","13/09/2024, 07:45:00",5,"FD3001"
"2024-09-12T03:03:51.081Z","Bangkok","DMK","Phuket","HKT","2024-09-12T14:55:00.000Z","12/09/2024, 21:55:00",4,"FD3013"
"2024-09-12T03:03:51.082Z","Shanghai","PVG","Phuket","HKT","2024-09-12T15:30:00.000Z","12/09/2024, 22:30:00",4,"HO1369"
"2024-09-12T03:03:51.083Z","Bangkok","DMK","Phuket","HKT","2024-09-12T13:40:00.000Z","12/09/2024, 20:40:00",4,"DD530"
"2024-09-12T03:03:51.082Z","Bangkok","DMK","Phuket","HKT","2024-09-12T15:35:00.000Z","12/09/2024, 22:35:00",4,"DD532"
"2024-09-12T03:03:51.087Z","Xi'an","XIY","Phuket","HKT","2024-09-12T16:05:00.000Z","12/09/2024, 23:05:00",4,"MU2081"
"2024-09-12T03:03:51.085Z","Bangkok","BKK","Phuket","HKT","2024-09-12T16:45:00.000Z","12/09/2024, 23:45:00",4,"VZ312"
"2024-09-12T03:03:51.088Z","Nanjing","NKG","Phuket","HKT","2024-09-12T16:05:00.000Z","12/09/2024, 23:05:00",4,"MU2813"
"2024-09-12T03:03:51.089Z","Bangkok","BKK","Phuket","HKT","2024-09-12T16:59:00.000Z","12/09/2024, 23:59:00",4,"TG225"
"2024-09-12T03:03:51.088Z","Mumbai","BOM","Phuket","HKT","2024-09-12T16:05:00.000Z","12/09/2024, 23:05:00",4,"6E1911"
"2024-09-12T03:03:51.085Z","Seoul (Incheon)","ICN","Phuket","HKT","2024-09-12T15:00:00.000Z","12/09/2024, 22:00:00",4,"KE663"
"2024-09-12T03:03:51.087Z","Bangkok","BKK","Phuket","HKT","2024-09-12T16:15:00.000Z","12/09/2024, 23:15:00",4,"VZ316"
"2024-09-12T03:03:51.083Z","Abu Dhabi","AUH","Phuket","HKT","2024-09-13T00:40:00.000Z","13/09/2024, 07:40:00",5,"EY430"
"2024-09-12T03:03:51.086Z","Hong Kong","HKG","Phuket","HKT","2024-09-12T15:45:00.000Z","12/09/2024, 22:45:00",4,"UO764"
"2024-09-12T03:04:06.423Z","Ko Samui (Ko Samui)","USM","Phuket","HKT","2024-09-13T02:00:00.000Z","13/09/2024, 09:00:00",5,"PG251"
"2024-09-12T03:04:06.425Z","Sharjah","SHJ","Phuket","HKT","2024-09-13T00:55:00.000Z","13/09/2024, 07:55:00",5,"G9687"
"2024-09-12T03:04:06.425Z","Moscow","SVO","Phuket","HKT","2024-09-13T01:30:00.000Z","13/09/2024, 08:30:00",5,"SU274"
"2024-09-12T03:04:06.424Z","Bangkok","BKK","Phuket","HKT","2024-09-13T02:00:00.000Z","13/09/2024, 09:00:00",5,"TG289"
"2024-09-12T03:04:06.426Z","Singapore","SIN","Phuket","HKT","2024-09-13T02:10:00.000Z","13/09/2024, 09:10:00",5,"SQ726"
"2024-09-12T03:04:06.427Z","Bangkok","BKK","Phuket","HKT","2024-09-13T01:30:00.000Z","13/09/2024, 08:30:00",5,"VZ314"
"2024-09-12T03:04:06.428Z","Chongqing","CKG","Phuket","HKT","2024-09-13T01:55:00.000Z","13/09/2024, 08:55:00",5,"3U3791"
"2024-09-12T03:04:06.427Z","Singapore","SIN","Phuket","HKT","2024-09-13T01:25:00.000Z","13/09/2024, 08:25:00",5,"TR658"
"2024-09-12T03:04:06.430Z","Bangkok","BKK","Phuket","HKT","2024-09-13T02:30:00.000Z","13/09/2024, 09:30:00",5,"PG271"
"2024-09-12T03:04:06.429Z","Guangzhou","CAN","Phuket","HKT","2024-09-13T01:00:00.000Z","13/09/2024, 08:00:00",5,"9C8771"
"2024-09-12T03:04:06.430Z","New Delhi","DEL","Phuket","HKT","2024-09-13T01:10:00.000Z","13/09/2024, 08:10:00",5,"AI378"
"2024-09-12T03:04:06.431Z","Bangkok","DMK","Phuket","HKT","2024-09-13T02:00:00.000Z","13/09/2024, 09:00:00",5,"FD3029"
"2024-09-12T03:04:06.428Z","Bangkok","DMK","Phuket","HKT","2024-09-13T01:40:00.000Z","13/09/2024, 08:40:00",5,"SL750"
"2024-09-12T03:04:06.431Z","Bangkok","BKK","Phuket","HKT","2024-09-13T02:30:00.000Z","13/09/2024, 09:30:00",5,"FD4124"
"2024-09-12T03:04:06.432Z","Muscat","MCT","Phuket","HKT","2024-09-13T01:00:00.000Z","13/09/2024, 08:00:00",5,"WY833"
"2024-09-12T03:04:21.767Z","Dubai","DXB","Phuket","HKT","2024-09-13T05:00:00.000Z","13/09/2024, 12:00:00",5,"EK378"
"2024-09-12T03:04:21.769Z","Bangalore","BLR","Phuket","HKT","2024-09-13T04:15:00.000Z","13/09/2024, 11:15:00",5,"6E1077"
"2024-09-12T03:04:21.770Z","Mumbai","BOM","Phuket","HKT","2024-09-13T03:05:00.000Z","13/09/2024, 10:05:00",5,"6E1071"
"2024-09-12T03:04:21.772Z","Hong Kong","HKG","Phuket","HKT","2024-09-13T03:30:00.000Z","13/09/2024, 10:30:00",5,"UO762"
"2024-09-12T03:04:21.772Z","Sepang","KUL","Phuket","HKT","2024-09-13T04:10:00.000Z","13/09/2024, 11:10:00",5,"AK832"
"2024-09-12T03:04:21.771Z","Saint Petersburg","LED","Phuket","HKT","2024-09-13T04:15:00.000Z","13/09/2024, 11:15:00",5,"SU628"
"2024-09-12T03:04:21.772Z","Bangkok","BKK","Phuket","HKT","2024-09-13T02:35:00.000Z","13/09/2024, 09:35:00",5,"TG201"
"2024-09-12T03:04:21.773Z","Sepang","KUL","Phuket","HKT","2024-09-13T02:45:00.000Z","13/09/2024, 09:45:00",5,"MH786"
"2024-09-12T03:04:21.776Z","Bangkok","BKK","Phuket","HKT","2024-09-13T04:00:00.000Z","13/09/2024, 11:00:00",5,"TG285"
"2024-09-12T03:04:21.773Z","Singapore","SIN","Phuket","HKT","2024-09-13T03:50:00.000Z","13/09/2024, 10:50:00",5,"SQ728"
"2024-09-12T03:04:21.774Z","Bangkok","DMK","Phuket","HKT","2024-09-13T04:10:00.000Z","13/09/2024, 11:10:00",5,"FD3037"
"2024-09-12T03:04:21.774Z","Bangkok","DMK","Phuket","HKT","2024-09-13T03:40:00.000Z","13/09/2024, 10:40:00",5,"SL752"
"2024-09-12T03:04:21.776Z","Ho Chi Minh City","SGN","Phuket","HKT","2024-09-13T03:55:00.000Z","13/09/2024, 10:55:00",5,"VJ809"
"2024-09-12T03:04:21.775Z","Bangkok","DMK","Phuket","HKT","2024-09-13T03:55:00.000Z","13/09/2024, 10:55:00",5,"DD522"
"2024-09-12T03:04:21.777Z","Hat Yai / Songkhla","HDY","Phuket","HKT","2024-09-13T03:15:00.000Z","13/09/2024, 10:15:00",5,"PG299"
"2024-09-12T03:04:37.132Z","Shanghai","PVG","Phuket","HKT","2024-09-13T05:10:00.000Z","13/09/2024, 12:10:00",5,"9C8521"
"2024-09-12T03:04:37.133Z","Istanbul","IST","Phuket","HKT","2024-09-13T08:20:00.000Z","13/09/2024, 15:20:00",5,"TK172"
"2024-09-12T03:04:37.131Z","New Delhi","DEL","Phuket","HKT","2024-09-13T05:30:00.000Z","13/09/2024, 12:30:00",5,"6E1073"
"2024-09-12T03:04:37.129Z","Tel Aviv","TLV","Phuket","HKT","2024-09-13T08:40:00.000Z","13/09/2024, 15:40:00",5,"LY87"
"2024-09-12T03:04:37.130Z","Chengdu","TFU","Phuket","HKT","2024-09-13T05:50:00.000Z","13/09/2024, 12:50:00",5,"CA413"
"2024-09-12T03:04:37.133Z","Hangzhou","HGH","Phuket","HKT","2024-09-13T08:00:00.000Z","13/09/2024, 15:00:00",5,"CA717"
"2024-09-13T03:02:23.746Z","Almaty","ALA","Phuket","HKT","2024-09-13T02:15:00.000Z","13/09/2024, 09:15:00",5,"KC563"
"2024-09-13T03:02:39.132Z","Chiang Mai","CNX","Phuket","HKT","2024-09-13T05:55:00.000Z","13/09/2024, 12:55:00",5,"VZ414"
"2024-09-13T03:02:39.133Z","Sepang","KUL","Phuket","HKT","2024-09-13T06:00:00.000Z","13/09/2024, 13:00:00",5,"AK824"
"2024-09-13T03:02:39.135Z","Bangkok","BKK","Phuket","HKT","2024-09-13T04:50:00.000Z","13/09/2024, 11:50:00",5,"VZ304"
"2024-09-13T03:02:39.135Z","Bangkok","DMK","Phuket","HKT","2024-09-13T05:35:00.000Z","13/09/2024, 12:35:00",5,"FD3025"
"2024-09-13T03:02:39.137Z","Ko Samui (Ko Samui)","USM","Phuket","HKT","2024-09-13T05:25:00.000Z","13/09/2024, 12:25:00",5,"PG253"
"2024-09-13T03:02:39.136Z","Sepang","KUL","Phuket","HKT","2024-09-13T05:30:00.000Z","13/09/2024, 12:30:00",5,"OD540"
"2024-09-13T03:02:39.138Z","Bangkok","BKK","Phuket","HKT","2024-09-13T05:05:00.000Z","13/09/2024, 12:05:00",5,"PG275"
"2024-09-13T03:02:39.139Z","Bangkok","BKK","Phuket","HKT","2024-09-13T05:20:00.000Z","13/09/2024, 12:20:00",5,"TG203"
"2024-09-13T03:02:39.140Z","Bangkok","DMK","Phuket","HKT","2024-09-13T04:35:00.000Z","13/09/2024, 11:35:00",5,"SL770"
"2024-09-13T03:02:54.475Z","Bangkok","BKK","Phuket","HKT","2024-09-13T07:55:00.000Z","13/09/2024, 14:55:00",5,"VZ2300"
"2024-09-13T03:02:54.474Z","Bangkok","DMK","Phuket","HKT","2024-09-13T07:05:00.000Z","13/09/2024, 14:05:00",5,"FD3005"
"2024-09-13T03:02:54.477Z","Singapore","SIN","Phuket","HKT","2024-09-13T07:00:00.000Z","13/09/2024, 14:00:00",5,"FD377"
"2024-09-13T03:02:54.476Z","Bangkok","BKK","Phuket","HKT","2024-09-13T07:00:00.000Z","13/09/2024, 14:00:00",5,"PG273"
"2024-09-13T03:02:54.478Z","George Town","PEN","Phuket","HKT","2024-09-13T06:55:00.000Z","13/09/2024, 13:55:00",5,"FY3600"
"2024-09-13T03:02:54.480Z","Ko Samui (Ko Samui)","USM","Phuket","HKT","2024-09-13T06:10:00.000Z","13/09/2024, 13:10:00",5,"PG405"
"2024-09-13T03:02:54.480Z","Chiang Mai","CNX","Phuket","HKT","2024-09-13T06:25:00.000Z","13/09/2024, 13:25:00",5,"FD3160"
"2024-09-13T03:02:54.482Z","Bangkok","BKK","Phuket","HKT","2024-09-13T06:55:00.000Z","13/09/2024, 13:55:00",5,"FD4110"
"2024-09-13T03:02:54.479Z","Novosibirsk","OVB","Phuket","HKT","2024-09-13T07:20:00.000Z","13/09/2024, 14:20:00",5,"WZ3051"
"2024-09-13T03:02:54.481Z","Sepang","KUL","Phuket","HKT","2024-09-13T06:20:00.000Z","13/09/2024, 13:20:00",5,"MH794"
"2024-09-13T03:02:54.482Z","Bangkok","DMK","Phuket","HKT","2024-09-13T06:05:00.000Z","13/09/2024, 13:05:00",5,"DD524"
"2024-09-13T03:02:54.484Z","Singapore","SIN","Phuket","HKT","2024-09-13T07:10:00.000Z","13/09/2024, 14:10:00",5,"SQ732"
"2024-09-13T03:02:54.485Z",,"UTP","Phuket","HKT","2024-09-13T07:40:00.000Z","13/09/2024, 14:40:00",5,"PG281"
"2024-09-13T03:02:54.484Z","Bangkok","DMK","Phuket","HKT","2024-09-13T07:15:00.000Z","13/09/2024, 14:15:00",5,"SL756"
"2024-09-13T03:03:09.978Z","Ko Samui (Ko Samui)","USM","Phuket","HKT","2024-09-13T09:25:00.000Z","13/09/2024, 16:25:00",5,"PG259"
"2024-09-13T03:03:09.979Z","Sepang","KUL","Phuket","HKT","2024-09-13T09:35:00.000Z","13/09/2024, 16:35:00",5,"AK826"
"2024-09-13T03:03:09.980Z","Singapore","SIN","Phuket","HKT","2024-09-13T09:35:00.000Z","13/09/2024, 16:35:00",5,"TR656"
"2024-09-13T03:03:09.982Z","Bangkok","DMK","Phuket","HKT","2024-09-13T09:10:00.000Z","13/09/2024, 16:10:00",5,"FD3007"
"2024-09-13T03:03:09.982Z","Bangkok","BKK","Phuket","HKT","2024-09-13T09:15:00.000Z","13/09/2024, 16:15:00",5,"TG283"
"2024-09-13T03:03:09.983Z","Shenzhen","SZX","Phuket","HKT","2024-09-13T09:25:00.000Z","13/09/2024, 16:25:00",5,"ZH315"
"2024-09-13T03:03:09.985Z","New Delhi","DEL","Phuket","HKT","2024-09-13T08:40:00.000Z","13/09/2024, 15:40:00",5,"6E1075"
"2024-09-13T03:03:09.983Z","Shanghai","PVG","Phuket","HKT","2024-09-13T10:30:00.000Z","13/09/2024, 17:30:00",5,"FM859"
"2024-09-13T03:03:09.987Z","Ko Samui (Ko Samui)","USM","Phuket","HKT","2024-09-13T08:30:00.000Z","13/09/2024, 15:30:00",5,"PG255"
"2024-09-13T03:03:09.987Z","Singapore","SIN","Phuket","HKT","2024-09-13T08:00:00.000Z","13/09/2024, 15:00:00",5,"3K535"
"2024-09-13T03:03:09.986Z","Guangzhou","CAN","Phuket","HKT","2024-09-13T08:40:00.000Z","13/09/2024, 15:40:00",5,"CZ6063"
"2024-09-13T03:03:09.985Z","Bangkok","BKK","Phuket","HKT","2024-09-13T08:25:00.000Z","13/09/2024, 15:25:00",5,"TG215"
"2024-09-13T03:03:25.393Z","Abu Dhabi","AUH","Phuket","HKT","2024-09-13T11:30:00.000Z","13/09/2024, 18:30:00",5,"EY432"
"2024-09-13T03:03:25.392Z","Bangkok","DMK","Phuket","HKT","2024-09-13T10:55:00.000Z","13/09/2024, 17:55:00",5,"FD3021"
"2024-09-13T03:03:25.394Z","Beijing","PEK","Phuket","HKT","2024-09-13T10:45:00.000Z","13/09/2024, 17:45:00",5,"CA821"
"2024-09-13T03:03:25.393Z","Chengdu","TFU","Phuket","HKT","2024-09-13T11:25:00.000Z","13/09/2024, 18:25:00",5,"MU573"
"2024-09-13T03:03:25.399Z","Bangkok","DMK","Phuket","HKT","2024-09-13T10:10:00.000Z","13/09/2024, 17:10:00",5,"SL768"
"2024-09-13T03:03:25.399Z","Bangkok","BKK","Phuket","HKT","2024-09-13T09:50:00.000Z","13/09/2024, 16:50:00",5,"VZ306"
"2024-09-13T03:03:25.396Z","Chengdu","TFU","Phuket","HKT","2024-09-13T11:00:00.000Z","13/09/2024, 18:00:00",5,"3U3931"
"2024-09-13T03:03:25.396Z","Doha","DOH","Phuket","HKT","2024-09-13T11:50:00.000Z","13/09/2024, 18:50:00",5,"QR846"
"2024-09-13T03:03:25.398Z","New Delhi","DEL","Phuket","HKT","2024-09-13T10:15:00.000Z","13/09/2024, 17:15:00",5,"AI376"
"2024-09-13T03:03:25.400Z","Bangkok","DMK","Phuket","HKT","2024-09-13T09:55:00.000Z","13/09/2024, 16:55:00",5,"FD3017"
"2024-09-13T03:03:25.401Z","Hong Kong","HKG","Phuket","HKT","2024-09-13T10:30:00.000Z","13/09/2024, 17:30:00",5,"CX773"
"2024-09-13T03:03:25.400Z","Sepang","KUL","Phuket","HKT","2024-09-13T11:20:00.000Z","13/09/2024, 18:20:00",5,"OD542"
"2024-09-13T03:03:25.402Z","Bangkok","BKK","Phuket","HKT","2024-09-13T11:30:00.000Z","13/09/2024, 18:30:00",5,"PG277"
"2024-09-13T03:03:25.397Z","Chiang Mai","CNX","Phuket","HKT","2024-09-13T10:30:00.000Z","13/09/2024, 17:30:00",5,"FD3162"
"2024-09-13T03:03:25.401Z","Singapore","SIN","Phuket","HKT","2024-09-13T10:10:00.000Z","13/09/2024, 17:10:00",5,"SQ736"
"2024-09-13T03:03:40.806Z","Bangkok","BKK","Phuket","HKT","2024-09-13T13:40:00.000Z","13/09/2024, 20:40:00",5,"TG211"
"2024-09-13T03:03:40.809Z","Singapore","SIN","Phuket","HKT","2024-09-13T13:40:00.000Z","13/09/2024, 20:40:00",5,"3K537"
"2024-09-13T03:03:40.808Z","Bangkok","DMK","Phuket","HKT","2024-09-13T13:40:00.000Z","13/09/2024, 20:40:00",5,"DD530"
"2024-09-13T03:03:40.810Z","Bangkok","DMK","Phuket","HKT","2024-09-13T13:25:00.000Z","13/09/2024, 20:25:00",5,"FD3009"
"2024-09-13T03:03:40.809Z","Shanghai","PVG","Phuket","HKT","2024-09-13T12:55:00.000Z","13/09/2024, 19:55:00",5,"9C8667"
"2024-09-13T03:03:40.812Z","Ko Samui (Ko Samui)","USM","Phuket","HKT","2024-09-13T13:00:00.000Z","13/09/2024, 20:00:00",5,"PG401"
"2024-09-13T03:03:40.811Z","Chongqing","CKG","Phuket","HKT","2024-09-13T12:15:00.000Z","13/09/2024, 19:15:00",5,"3U3705"
"2024-09-13T03:03:40.810Z","Bangkok","DMK","Phuket","HKT","2024-09-13T13:15:00.000Z","13/09/2024, 20:15:00",5,"DD5340"
"2024-09-13T03:03:40.812Z","Ko Samui (Ko Samui)","USM","Phuket","HKT","2024-09-13T11:55:00.000Z","13/09/2024, 18:55:00",5,"PG257"
"2024-09-13T03:03:40.813Z","Bangkok","DMK","Phuket","HKT","2024-09-13T12:15:00.000Z","13/09/2024, 19:15:00",5,"FD3027"
"2024-09-13T03:03:40.814Z","Bangkok","BKK","Phuket","HKT","2024-09-13T12:00:00.000Z","13/09/2024, 19:00:00",5,"TG217"
"2024-09-13T03:03:40.814Z","Dubai","DXB","Phuket","HKT","2024-09-13T13:00:00.000Z","13/09/2024, 20:00:00",5,"EK396"
"2024-09-13T03:03:40.815Z","Guangzhou","CAN","Phuket","HKT","2024-09-13T13:25:00.000Z","13/09/2024, 20:25:00",5,"CZ6057"
"2024-09-13T03:03:40.816Z","Singapore","SIN","Phuket","HKT","2024-09-13T12:20:00.000Z","13/09/2024, 19:20:00",5,"SQ740"
"2024-09-13T03:03:40.817Z","Sepang","KUL","Phuket","HKT","2024-09-13T12:00:00.000Z","13/09/2024, 19:00:00",5,"AK820"
"2024-09-13T03:03:56.205Z","Xi'an","XIY","Phuket","HKT","2024-09-13T16:05:00.000Z","13/09/2024, 23:05:00",5,"MU2081"
"2024-09-13T03:03:56.204Z","Nanjing","NKG","Phuket","HKT","2024-09-13T16:05:00.000Z","13/09/2024, 23:05:00",5,"MU2813"
"2024-09-13T03:03:56.207Z","Seoul (Incheon)","ICN","Phuket","HKT","2024-09-13T15:00:00.000Z","13/09/2024, 22:00:00",5,"KE663"
"2024-09-13T03:03:56.206Z","Hong Kong","HKG","Phuket","HKT","2024-09-13T15:45:00.000Z","13/09/2024, 22:45:00",5,"UO764"
"2024-09-13T03:03:56.207Z","Bangkok","DMK","Phuket","HKT","2024-09-13T14:55:00.000Z","13/09/2024, 21:55:00",5,"FD3013"
"2024-09-13T03:03:56.208Z","Xi'an","XIY","Phuket","HKT","2024-09-13T15:10:00.000Z","13/09/2024, 22:10:00",5,"9H6029"
"2024-09-13T03:03:56.211Z","Shanghai","PVG","Phuket","HKT","2024-09-13T15:20:00.000Z","13/09/2024, 22:20:00",5,"FM831"
"2024-09-13T03:03:56.210Z","Seoul (Incheon)","ICN","Phuket","HKT","2024-09-13T14:45:00.000Z","13/09/2024, 21:45:00",5,"LJ5"
"2024-09-13T03:03:56.210Z","Shanghai","PVG","Phuket","HKT","2024-09-13T15:00:00.000Z","13/09/2024, 22:00:00",5,"FM857"
"2024-09-13T03:03:56.209Z","Shanghai","PVG","Phuket","HKT","2024-09-13T15:30:00.000Z","13/09/2024, 22:30:00",5,"HO1369"
"2024-09-13T03:03:56.213Z","Bangkok","BKK","Phuket","HKT","2024-09-13T14:10:00.000Z","13/09/2024, 21:10:00",5,"PG279"
"2024-09-13T03:03:56.212Z","Sepang","KUL","Phuket","HKT","2024-09-13T14:05:00.000Z","13/09/2024, 21:05:00",5,"AK822"
"2024-09-13T03:03:56.214Z","Melbourne","MEL","Phuket","HKT","2024-09-13T13:40:00.000Z","13/09/2024, 20:40:00",5,"JQ17"
"2024-09-13T03:03:56.215Z","Bangkok","BKK","Phuket","HKT","2024-09-13T14:45:00.000Z","13/09/2024, 21:45:00",5,"FD4112"
"2024-09-13T03:03:56.215Z","Bangkok","BKK","Phuket","HKT","2024-09-13T14:00:00.000Z","13/09/2024, 21:00:00",5,"VZ308"
"2024-09-13T03:04:11.602Z","Moscow","SVO","Phuket","HKT","2024-09-14T01:30:00.000Z","14/09/2024, 08:30:00",6,"SU274"
"2024-09-13T03:04:11.601Z","Singapore","SIN","Phuket","HKT","2024-09-14T01:25:00.000Z","14/09/2024, 08:25:00",6,"TR658"
"2024-09-13T03:04:11.603Z","Bangkok","BKK","Phuket","HKT","2024-09-14T01:30:00.000Z","14/09/2024, 08:30:00",6,"VZ314"
"2024-09-13T03:04:11.605Z","New Delhi","DEL","Phuket","HKT","2024-09-14T01:10:00.000Z","14/09/2024, 08:10:00",6,"AI378"
"2024-09-13T03:04:11.604Z","Bangkok","DMK","Phuket","HKT","2024-09-14T00:45:00.000Z","14/09/2024, 07:45:00",6,"FD3001"
"2024-09-13T03:04:11.605Z","Guangzhou","CAN","Phuket","HKT","2024-09-14T01:00:00.000Z","14/09/2024, 08:00:00",6,"9C8771"
"2024-09-13T03:04:11.607Z","Chengdu","TFU","Phuket","HKT","2024-09-14T01:05:00.000Z","14/09/2024, 08:05:00",6,"DD3141"
"2024-09-13T03:04:11.607Z","Bangkok","BKK","Phuket","HKT","2024-09-13T16:59:00.000Z","13/09/2024, 23:59:00",5,"TG225"
"2024-09-13T03:04:11.607Z","Bangkok","BKK","Phuket","HKT","2024-09-13T16:15:00.000Z","13/09/2024, 23:15:00",5,"VZ316"
"2024-09-13T03:04:11.609Z","Abu Dhabi","AUH","Phuket","HKT","2024-09-14T00:40:00.000Z","14/09/2024, 07:40:00",6,"EY430"
"2024-09-13T03:04:11.609Z","Sepang","KUL","Phuket","HKT","2024-09-14T00:55:00.000Z","14/09/2024, 07:55:00",6,"AK828"
"2024-09-13T03:04:11.610Z","Bangkok","BKK","Phuket","HKT","2024-09-13T16:45:00.000Z","13/09/2024, 23:45:00",5,"VZ312"
"2024-09-13T03:04:11.608Z","Mumbai","BOM","Phuket","HKT","2024-09-13T16:05:00.000Z","13/09/2024, 23:05:00",5,"6E1911"
"2024-09-13T03:04:11.611Z","Sharjah","SHJ","Phuket","HKT","2024-09-14T00:55:00.000Z","14/09/2024, 07:55:00",6,"G9687"
"2024-09-13T03:04:11.610Z","Taipei","TPE","Phuket","HKT","2024-09-13T15:40:00.000Z","13/09/2024, 22:40:00",5,"SL7325"
"2024-09-13T03:04:27.070Z","Muscat","MCT","Phuket","HKT","2024-09-14T03:20:00.000Z","14/09/2024, 10:20:00",6,"OV481"
"2024-09-13T03:04:27.075Z","Sepang","KUL","Phuket","HKT","2024-09-14T02:45:00.000Z","14/09/2024, 09:45:00",6,"MH786"
"2024-09-13T03:04:27.076Z","Bangkok","BKK","Phuket","HKT","2024-09-14T02:35:00.000Z","14/09/2024, 09:35:00",6,"TG201"
"2024-09-13T03:04:27.077Z","Bangkok","BKK","Phuket","HKT","2024-09-14T02:00:00.000Z","14/09/2024, 09:00:00",6,"TG289"
"2024-09-13T03:04:27.078Z","Bangkok","BKK","Phuket","HKT","2024-09-14T02:30:00.000Z","14/09/2024, 09:30:00",6,"PG271"
"2024-09-13T03:04:27.077Z","Bangkok","BKK","Phuket","HKT","2024-09-14T02:30:00.000Z","14/09/2024, 09:30:00",6,"FD4124"
"2024-09-13T03:04:27.078Z","Chongqing","CKG","Phuket","HKT","2024-09-14T01:55:00.000Z","14/09/2024, 08:55:00",6,"3U3791"
"2024-09-13T03:04:27.079Z","Ko Samui (Ko Samui)","USM","Phuket","HKT","2024-09-14T02:00:00.000Z","14/09/2024, 09:00:00",6,"PG251"
"2024-09-13T03:04:27.079Z","Singapore","SIN","Phuket","HKT","2024-09-14T02:10:00.000Z","14/09/2024, 09:10:00",6,"SQ726"
"2024-09-13T03:04:27.073Z","Bangkok","DMK","Phuket","HKT","2024-09-14T01:40:00.000Z","14/09/2024, 08:40:00",6,"SL750"
"2024-09-13T03:04:27.073Z","Mumbai","BOM","Phuket","HKT","2024-09-14T03:05:00.000Z","14/09/2024, 10:05:00",6,"6E1071"
"2024-09-13T03:04:27.069Z","Hong Kong","HKG","Phuket","HKT","2024-09-14T03:30:00.000Z","14/09/2024, 10:30:00",6,"UO762"
"2024-09-13T03:04:27.071Z","Hat Yai / Songkhla","HDY","Phuket","HKT","2024-09-14T03:15:00.000Z","14/09/2024, 10:15:00",6,"PG299"
"2024-09-13T03:04:27.070Z","Yekaterinburg","SVX","Phuket","HKT","2024-09-14T03:30:00.000Z","14/09/2024, 10:30:00",6,"SU626"
"2024-09-13T03:04:27.074Z","Bangkok","DMK","Phuket","HKT","2024-09-14T02:00:00.000Z","14/09/2024, 09:00:00",6,"FD3029"
"2024-09-13T03:04:42.406Z","Bangkok","DMK","Phuket","HKT","2024-09-14T04:10:00.000Z","14/09/2024, 11:10:00",6,"FD3037"
"2024-09-13T03:04:42.407Z","Bangkok","BKK","Phuket","HKT","2024-09-14T04:00:00.000Z","14/09/2024, 11:00:00",6,"TG285"
"2024-09-13T03:04:42.409Z","Hong Kong","HKG","Phuket","HKT","2024-09-14T03:50:00.000Z","14/09/2024, 10:50:00",6,"CX771"
"2024-09-13T03:04:42.410Z","Dubai","DXB","Phuket","HKT","2024-09-14T05:00:00.000Z","14/09/2024, 12:00:00",6,"EK378"
"2024-09-13T03:04:42.408Z","Singapore","SIN","Phuket","HKT","2024-09-14T03:50:00.000Z","14/09/2024, 10:50:00",6,"SQ728"
"2024-09-13T03:04:42.411Z","Ho Chi Minh City","SGN","Phuket","HKT","2024-09-14T03:55:00.000Z","14/09/2024, 10:55:00",6,"VJ809"
"2024-09-13T03:04:42.411Z","Bangkok","DMK","Phuket","HKT","2024-09-14T03:55:00.000Z","14/09/2024, 10:55:00",6,"DD522"
